Response_ID,Respondent_ID,Consume_frequency_index,Consume_time_index,Consume_reason_index,Heard_before_index,Brand_perception_index,General_perception_index,Tried_before_index,Taste_experience,Reasons_preventing_trying_index,Current_brands_index,Reasons_for_choosing_brands_index,Improvements_desired_index,Ingredients_expected_index,Health_concerns_index,Interest_in_natural_or_organic,Marketing_channels_index,Packaging_preference=index,Limited_edition_packaging_index,Price_range_index,Purchase_location_index,Typical_consumption_situations_index,,,,,
107737,124767,2,3,1,2,1,3,1,4,5,5,3,4,2,2,2,3,1,1,2,4,1,,,,,
107738,124768,2,3,3,1,3,3,1,4,5,2,5,5,1,1,1,3,1,1,3,5,2,,,,,
107739,124769,1,4,1,1,1,3,2,2,3,3,1,4,2,1,2,4,4,1,3,1,1,,,,,
107740,124770,3,3,4,1,1,2,2,3,5,7,2,5,4,1,1,5,2,2,1,2,2,,,,,
107741,124771,1,1,4,1,1,1,2,5,1,5,5,1,1,2,1,1,2,1,4,1,2,,,,,
107742,124772,1,4,1,2,3,3,1,5,2,2,3,1,2,2,1,1,4,3,2,1,3,,,,,
107743,124773,1,1,4,1,3,1,2,2,3,6,1,4,2,1,1,3,2,3,3,3,2,,,,,
107744,124774,5,1,1,1,1,3,1,4,5,7,3,4,4,1,2,1,2,2,1,2,2,,,,,
107745,124775,2,1,2,1,1,4,1,5,4,5,4,3,4,2,1,3,3,1,4,2,1,,,,,
107746,124776,4,4,2,1,2,3,2,5,5,1,5,3,2,1,1,3,5,1,1,1,1,,,,,
107747,124777,1,2,5,2,3,2,1,4,2,2,4,5,1,2,1,4,1,1,1,1,2,,,,,
107748,124778,3,2,3,1,2,3,1,3,3,6,4,4,2,2,2,1,1,1,1,1,2,,,,,
107749,124779,5,2,1,1,2,1,2,2,5,5,3,1,4,1,2,1,5,1,2,2,2,,,,,
107750,124780,2,1,3,1,3,4,2,3,5,7,1,3,3,2,1,3,1,3,2,2,2,,,,,
107751,124781,5,2,4,1,1,1,1,3,1,4,3,4,4,2,2,1,2,1,2,1,2,,,,,
107752,124782,3,1,1,2,1,1,1,2,4,5,3,2,2,1,1,4,5,3,2,1,2,,,,,
107753,124783,1,1,1,2,3,2,1,3,5,1,2,4,4,1,2,4,1,1,3,5,1,,,,,
107754,124784,1,2,1,1,3,4,2,5,3,1,5,5,2,1,2,1,2,3,2,2,4,,,,,
107755,124785,3,1,1,1,1,1,1,4,5,4,4,1,2,1,1,3,5,2,1,4,4,,,,,
107756,124786,3,2,2,2,1,2,2,3,3,2,3,2,2,1,2,1,5,3,1,2,2,,,,,
107757,124787,4,3,5,2,1,2,1,2,2,4,4,1,2,2,2,3,5,3,3,3,3,,,,,
107758,124788,5,3,2,2,3,1,2,2,4,2,5,5,2,2,1,1,2,3,3,2,3,,,,,
107759,124789,1,1,3,2,2,4,1,4,3,5,1,5,2,1,2,5,5,3,1,4,1,,,,,
107760,124790,1,1,4,2,1,1,1,5,2,6,5,4,4,1,1,4,2,2,3,3,2,,,,,
107761,124791,1,3,3,2,3,3,2,5,5,1,3,1,2,1,1,1,1,1,2,3,2,,,,,
107762,124792,2,2,1,2,1,4,2,4,5,5,5,5,1,1,2,3,2,1,4,5,1,,,,,
107763,124793,4,1,4,1,3,1,2,4,5,4,1,2,1,1,2,5,2,3,2,1,2,,,,,
107764,124794,4,1,3,2,1,3,1,3,2,4,3,4,3,1,1,3,2,2,1,1,2,,,,,
107765,124795,2,3,1,1,1,1,2,1,5,4,5,4,2,1,2,1,2,3,3,1,1,,,,,
107766,124796,2,3,3,1,1,4,2,2,3,1,3,2,2,1,1,1,1,1,4,1,1,,,,,
107767,124797,1,2,3,1,3,1,1,3,5,4,2,1,2,1,2,3,1,3,1,2,1,,,,,
107768,124798,1,2,2,2,1,2,2,5,4,4,4,3,3,2,1,4,1,3,3,2,1,,,,,
107769,124799,1,2,1,1,2,4,2,4,1,4,4,4,2,2,2,1,2,3,1,1,5,,,,,
107770,124800,5,3,2,2,1,4,2,5,2,5,3,4,3,2,1,5,1,3,1,1,2,,,,,
107771,124801,1,1,4,1,2,3,1,4,3,4,3,1,2,2,1,4,4,1,4,1,2,,,,,
107772,124802,2,3,1,1,2,3,1,4,5,5,1,5,2,2,2,3,2,1,1,3,2,,,,,
107773,124803,5,2,3,1,1,2,2,3,3,1,5,4,4,2,2,1,2,2,2,2,4,,,,,
107774,124804,5,3,1,2,2,1,1,4,3,4,5,4,3,2,2,3,2,1,1,1,2,,,,,
107775,124805,4,3,2,2,2,4,2,3,4,3,5,3,4,1,2,3,1,1,1,1,2,,,,,
107776,124806,2,4,4,1,2,1,2,5,1,5,5,3,1,1,1,4,5,2,4,1,2,,,,,
107777,124807,1,1,1,2,1,3,1,5,1,3,5,1,1,1,1,1,1,1,2,1,1,,,,,
107778,124808,2,4,1,2,2,2,1,4,1,5,2,5,3,2,2,3,1,1,1,5,3,,,,,
107779,124809,2,3,1,2,2,1,1,4,3,3,3,2,3,2,1,1,1,1,1,3,2,,,,,
107780,124810,1,4,2,2,3,1,2,2,3,5,3,1,1,2,2,3,1,3,1,1,2,,,,,
107781,124811,2,1,4,2,1,3,2,4,3,3,2,5,2,2,1,2,2,1,1,3,2,,,,,
107782,124812,3,4,2,1,2,2,2,3,5,1,3,4,1,2,1,3,4,1,2,4,2,,,,,
107783,124813,1,1,1,2,2,3,2,2,2,1,4,2,3,1,2,3,2,1,4,3,3,,,,,
107784,124814,1,4,4,2,3,1,1,3,4,2,1,2,4,2,2,4,5,3,3,1,2,,,,,
107785,124815,1,3,3,1,1,1,1,2,5,2,3,4,4,2,1,3,4,3,2,3,4,,,,,
107786,124816,1,1,3,2,3,3,1,3,3,1,3,4,4,1,1,3,2,3,3,1,2,,,,,
107787,124817,5,2,3,1,3,4,1,4,1,1,4,2,4,1,1,5,2,2,4,1,3,,,,,
107788,124818,4,1,4,2,1,3,1,5,5,7,3,4,4,2,2,3,1,1,3,2,1,,,,,
107789,124819,5,3,4,2,1,2,1,4,5,1,5,2,1,1,1,4,2,1,1,1,2,,,,,
107790,124820,3,3,4,1,2,3,1,4,1,4,2,1,4,2,1,5,2,3,2,5,2,,,,,
107791,124821,1,3,4,2,3,2,1,5,4,5,3,4,4,1,2,4,5,2,2,2,3,,,,,
107792,124822,5,4,1,1,3,2,1,4,3,7,3,1,3,2,1,3,2,1,1,4,1,,,,,
107793,124823,1,3,4,2,1,1,1,5,1,5,5,4,4,1,1,4,2,1,1,1,3,,,,,
107794,124824,3,4,1,2,3,2,2,2,2,1,1,4,3,1,2,2,1,3,2,1,2,,,,,
107795,124825,5,3,1,1,3,2,2,4,4,7,3,1,4,2,1,1,2,2,1,2,3,,,,,
107796,124826,3,1,4,1,2,3,1,3,4,2,1,4,4,1,2,3,1,3,2,5,4,,,,,
107797,124827,3,1,3,2,3,2,1,1,5,4,3,4,1,2,2,3,1,1,1,1,4,,,,,
107798,124828,1,2,2,1,1,2,1,3,5,6,5,2,4,1,2,3,2,2,3,2,2,,,,,
107799,124829,3,1,5,2,1,4,2,4,5,6,5,5,1,1,2,3,2,3,1,2,2,,,,,
107800,124830,1,2,3,1,3,4,2,4,3,1,5,1,4,2,1,5,1,1,2,2,2,,,,,
107801,124831,2,1,4,1,1,2,1,5,5,4,1,4,2,1,1,5,2,3,1,2,2,,,,,
107802,124832,1,1,2,2,3,3,1,1,4,6,3,5,2,2,1,4,1,3,1,2,4,,,,,
107803,124833,2,4,2,1,3,4,2,5,4,6,3,5,1,1,2,3,2,3,3,1,3,,,,,
107804,124834,5,1,1,1,1,2,2,2,3,6,2,4,3,1,1,3,1,1,2,1,2,,,,,
107805,124835,1,3,1,1,1,4,1,4,3,1,3,4,1,1,2,4,2,2,3,1,3,,,,,
107806,124836,5,3,1,1,3,4,2,2,5,5,1,2,4,1,2,3,5,3,1,2,4,,,,,
107807,124837,1,2,1,2,3,3,2,2,5,2,5,2,3,2,1,1,1,3,1,1,2,,,,,
107808,124838,5,1,1,2,2,3,1,1,5,1,5,5,2,1,2,3,2,1,4,1,2,,,,,
107809,124839,3,4,3,2,1,3,1,3,3,1,5,4,2,2,1,5,1,1,2,1,4,,,,,
107810,124840,2,1,1,2,1,4,1,1,4,5,2,1,2,1,2,3,1,2,2,5,2,,,,,
107811,124841,2,3,1,2,2,2,2,1,1,4,1,4,2,1,1,1,1,3,2,4,1,,,,,
107812,124842,3,1,1,1,3,3,2,2,2,2,3,1,2,2,2,3,1,1,1,1,2,,,,,
107813,124843,4,3,4,1,1,2,2,3,2,2,1,4,4,1,2,2,5,3,3,3,3,,,,,
107814,124844,4,1,3,2,1,1,2,1,5,5,5,2,1,2,1,3,4,3,1,3,2,,,,,
107815,124845,5,1,1,2,1,2,1,3,3,2,1,1,2,2,1,1,5,1,2,2,2,,,,,
107816,124846,1,4,4,1,1,2,2,1,2,1,2,4,2,2,1,3,1,1,2,1,2,,,,,
107817,124847,1,4,2,2,1,3,2,2,3,4,5,1,3,2,2,3,1,3,3,3,1,,,,,
107818,124848,1,1,5,1,2,2,2,3,5,6,3,4,2,2,2,1,5,3,2,2,1,,,,,
107819,124849,2,1,1,2,1,2,1,2,3,4,1,2,4,2,1,3,5,2,2,2,1,,,,,
107820,124850,4,3,4,2,1,4,1,4,5,6,1,1,2,2,2,3,4,1,1,2,5,,,,,
107821,124851,5,1,4,2,1,1,2,2,5,3,3,5,4,1,2,1,4,1,3,1,4,,,,,
107822,124852,5,1,1,2,1,4,1,3,2,2,2,1,2,2,2,3,2,3,1,4,1,,,,,
107823,124853,5,2,5,2,1,4,1,5,3,1,3,3,4,2,1,3,5,2,1,1,2,,,,,
107824,124854,1,1,2,1,1,2,2,3,5,6,3,3,2,1,2,3,1,3,3,3,4,,,,,
107825,124855,3,3,1,2,1,3,2,3,3,5,2,4,4,1,2,3,1,3,2,1,1,,,,,
107826,124856,5,2,4,1,1,1,1,4,3,6,5,4,2,1,2,5,5,1,1,1,3,,,,,
107827,124857,1,2,1,2,1,4,2,4,3,4,5,1,3,2,1,4,1,3,1,3,2,,,,,
107828,124858,5,1,1,2,2,2,1,3,2,4,5,3,1,2,2,4,1,3,1,1,1,,,,,
107829,124859,4,1,1,1,1,3,2,4,5,2,4,1,3,1,2,1,1,3,3,1,1,,,,,
107830,124860,3,3,3,2,1,4,2,4,4,5,3,4,4,1,2,3,1,3,1,1,3,,,,,
107831,124861,1,4,1,2,2,1,1,3,5,5,3,1,4,1,2,3,2,3,1,1,2,,,,,
107832,124862,3,3,3,2,3,4,1,5,4,2,3,2,4,1,2,3,1,1,2,3,2,,,,,
107833,124863,3,4,3,1,3,4,1,5,4,5,1,3,3,2,1,4,4,3,1,1,2,,,,,
107834,124864,3,2,4,2,2,3,2,4,2,4,4,2,3,1,1,4,1,2,1,2,3,,,,,
107835,124865,4,2,3,1,2,1,1,4,2,2,1,4,3,2,1,1,2,1,1,1,2,,,,,
107836,124866,1,3,4,2,1,2,1,3,1,2,5,1,2,2,2,3,1,2,2,1,2,,,,,
107837,124867,4,4,3,2,1,3,2,4,2,5,3,2,4,1,2,1,1,3,2,3,4,,,,,
107838,124868,2,2,3,2,3,2,1,1,5,4,5,2,2,2,1,3,1,3,2,1,2,,,,,
107839,124869,2,1,1,1,2,2,1,4,3,6,3,5,3,2,1,4,1,3,3,1,1,,,,,
107840,124870,3,3,1,2,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,,,,,
107841,124871,3,4,1,2,2,3,2,3,5,5,5,3,1,2,1,3,2,3,1,3,1,,,,,
107842,124872,1,1,3,1,1,1,2,2,2,1,5,3,2,1,2,1,2,1,4,1,4,,,,,
107843,124873,1,3,5,2,1,1,2,2,3,4,5,5,4,1,2,4,2,2,1,2,2,,,,,
107844,124874,1,3,1,1,1,1,2,3,2,3,4,5,2,1,1,1,1,3,4,4,2,,,,,
107845,124875,5,4,3,1,2,3,2,2,1,4,5,2,2,1,1,3,1,3,1,2,2,,,,,
107846,124876,3,1,5,1,1,3,1,5,2,1,2,1,4,2,2,4,1,3,1,1,3,,,,,
107847,124877,4,1,3,2,1,3,1,3,2,5,5,2,2,1,2,3,1,2,1,1,2,,,,,
107848,124878,1,3,3,2,1,4,1,5,5,5,4,1,4,1,2,3,2,3,3,3,3,,,,,
107849,124879,1,2,1,2,1,4,2,4,3,2,4,2,3,1,1,3,2,1,1,1,1,,,,,
107850,124880,5,4,3,2,1,2,2,2,5,6,5,5,3,1,1,1,1,2,4,2,1,,,,,
107851,124881,3,4,1,2,3,1,2,3,2,4,5,4,3,2,1,2,1,3,1,3,3,,,,,
107852,124882,5,3,3,2,1,4,1,3,3,4,2,5,3,1,2,4,2,2,4,4,1,,,,,
107853,124883,5,1,4,2,1,2,1,2,3,2,5,4,2,1,2,2,1,2,2,2,2,,,,,
107854,124884,1,3,2,2,3,3,2,2,1,1,3,5,3,1,2,3,2,2,4,2,3,,,,,
107855,124885,1,1,1,2,3,1,2,4,5,4,2,4,3,2,2,5,4,1,3,3,1,,,,,
107856,124886,1,3,2,1,2,1,2,4,2,6,3,2,2,2,2,1,1,2,4,1,1,,,,,
107857,124887,1,1,2,2,2,3,2,5,5,4,4,2,4,1,1,3,4,3,1,3,1,,,,,
107858,124888,4,1,3,1,3,2,1,2,5,3,3,4,3,1,1,1,2,2,2,1,2,,,,,
107859,124889,5,3,1,2,1,3,1,1,2,6,2,5,2,1,2,4,2,1,4,2,1,,,,,
107860,124890,1,3,1,1,1,3,2,3,3,3,3,1,2,2,1,2,1,2,1,1,1,,,,,
107861,124891,3,1,1,1,1,2,2,3,1,5,3,2,4,1,2,1,1,3,2,3,1,,,,,
107862,124892,4,3,3,2,1,1,2,5,4,5,4,2,4,1,2,4,5,3,2,3,1,,,,,
107863,124893,1,3,5,2,1,3,1,2,5,3,4,4,2,1,2,2,2,1,4,2,1,,,,,
107864,124894,3,4,1,2,1,2,1,3,4,2,4,2,1,1,2,4,1,2,1,1,1,,,,,
107865,124895,1,2,1,2,1,1,1,4,3,2,3,2,3,2,1,3,5,3,2,2,1,,,,,
107866,124896,1,1,4,2,1,3,1,3,4,2,5,2,3,1,2,3,1,3,1,1,2,,,,,
107867,124897,3,1,1,2,3,2,2,5,5,7,4,5,2,1,1,3,3,2,3,2,1,,,,,
107868,124898,3,1,1,1,1,4,1,1,1,5,3,5,2,2,2,3,1,3,2,2,1,,,,,
107869,124899,5,1,1,2,3,3,2,5,1,4,3,3,1,2,1,1,1,2,2,1,2,,,,,
107870,124900,5,3,1,2,1,2,2,3,2,7,1,1,4,1,1,1,5,3,4,1,1,,,,,
107871,124901,1,1,1,2,1,4,2,5,5,5,1,4,2,1,1,3,5,3,1,2,3,,,,,
107872,124902,3,4,1,1,1,2,1,3,2,5,3,5,2,2,1,3,1,3,1,5,2,,,,,
107873,124903,1,2,3,1,2,3,2,5,2,5,2,5,4,2,2,1,1,3,2,3,2,,,,,
107874,124904,2,3,1,2,3,1,1,4,2,5,3,1,1,2,2,3,5,3,1,1,2,,,,,
107875,124905,4,1,1,2,1,3,1,1,2,3,5,5,4,2,1,3,5,3,2,2,2,,,,,
107876,124906,1,3,4,2,1,4,1,3,4,4,3,2,2,1,2,3,1,1,1,1,2,,,,,
107877,124907,2,3,4,2,1,3,2,4,3,2,1,4,3,1,1,1,3,1,2,2,2,,,,,
107878,124908,2,1,2,1,3,1,1,4,3,6,3,1,2,2,1,5,2,3,1,4,5,,,,,
107879,124909,2,3,3,1,1,4,1,1,1,1,4,4,3,1,1,3,2,1,2,2,4,,,,,
107880,124910,2,1,3,1,1,3,1,5,3,5,3,1,3,2,2,3,4,3,1,1,1,,,,,
107881,124911,1,4,5,1,1,4,1,4,1,2,4,2,2,1,2,5,2,1,1,1,2,,,,,
107882,124912,1,1,4,1,1,4,2,3,1,4,3,4,4,2,1,5,3,2,1,1,2,,,,,
107883,124913,1,3,1,2,2,1,1,5,3,5,2,1,4,1,1,5,2,1,2,2,3,,,,,
107884,124914,2,1,1,1,1,2,1,1,5,1,5,2,2,1,1,2,1,1,2,2,2,,,,,
107885,124915,3,2,3,2,1,3,2,5,3,2,3,1,2,2,2,1,1,1,4,1,1,,,,,
107886,124916,4,4,4,2,1,1,1,5,3,6,1,2,3,1,1,5,1,3,3,3,1,,,,,
107887,124917,5,4,2,1,3,1,2,4,5,1,2,1,2,2,2,4,2,1,3,1,2,,,,,
107888,124918,5,4,3,2,1,1,1,1,3,5,5,1,3,2,2,4,1,3,2,1,2,,,,,
107889,124919,4,4,1,1,2,2,1,1,5,6,1,1,2,1,1,4,5,3,2,1,1,,,,,
107890,124920,4,1,5,1,1,1,2,3,2,3,5,1,4,1,1,2,2,1,2,2,2,,,,,
107891,124921,2,2,4,2,1,3,1,4,1,5,3,2,1,1,2,3,5,1,3,1,2,,,,,
107892,124922,4,4,3,1,2,3,1,2,5,4,2,2,2,2,2,5,2,1,3,5,4,,,,,
107893,124923,5,1,3,1,1,4,2,4,4,1,3,1,2,2,2,1,2,1,2,4,2,,,,,
107894,124924,2,4,1,1,3,4,2,3,2,4,4,2,2,2,1,5,4,2,3,1,2,,,,,
107895,124925,1,1,2,2,1,2,1,3,4,5,1,2,4,1,2,5,1,1,2,1,1,,,,,
107896,124926,3,4,1,2,1,4,1,1,5,4,2,5,4,1,1,5,1,1,2,4,2,,,,,
107897,124927,1,4,3,1,2,1,2,1,5,2,5,4,1,1,2,1,1,3,1,3,1,,,,,
107898,124928,1,1,2,1,3,4,1,3,5,2,3,4,4,1,2,3,2,1,1,2,1,,,,,
107899,124929,3,4,5,2,1,4,2,3,2,7,4,1,4,1,2,3,1,1,2,1,2,,,,,
107900,124930,1,1,3,1,1,3,2,5,4,1,5,1,1,1,1,1,2,1,2,3,3,,,,,
107901,124931,4,1,2,2,3,2,2,2,1,5,4,3,2,2,1,1,1,1,2,1,1,,,,,
107902,124932,1,1,5,2,1,3,1,5,5,2,4,2,1,2,1,4,5,1,2,1,2,,,,,
107903,124933,2,4,2,2,3,1,2,3,1,6,3,2,3,1,1,3,4,2,3,2,2,,,,,
107904,124934,1,3,1,1,1,4,2,1,1,4,3,1,4,2,1,3,2,1,2,1,2,,,,,
107905,124935,3,4,1,2,1,4,1,2,2,4,3,2,4,1,1,3,1,1,1,3,3,,,,,
107906,124936,1,1,4,2,1,4,1,5,5,3,3,1,4,1,1,3,2,3,1,1,2,,,,,
107907,124937,2,1,3,1,1,4,2,3,5,1,3,2,3,1,1,2,1,3,4,5,3,,,,,
107908,124938,2,2,5,2,1,4,1,3,2,4,2,1,3,1,2,3,2,2,1,5,1,,,,,
107909,124939,1,4,5,1,1,3,2,3,5,4,5,5,4,2,1,3,1,3,3,1,1,,,,,
107910,124940,4,4,4,2,1,4,1,3,2,5,3,2,1,1,2,3,1,1,1,1,2,,,,,
107911,124941,1,1,2,2,1,4,1,4,3,1,4,4,1,1,1,3,5,1,1,3,3,,,,,
107912,124942,2,1,1,2,1,2,1,4,3,2,5,1,3,2,1,1,1,3,2,3,2,,,,,
107913,124943,2,1,1,2,2,2,2,5,2,3,3,2,4,1,1,1,1,1,2,3,1,,,,,
107914,124944,4,2,4,2,1,3,1,5,1,5,1,5,2,1,1,1,1,2,1,2,3,,,,,
107915,124945,4,3,5,1,3,2,2,3,5,4,3,1,2,2,1,1,2,1,2,1,1,,,,,
107916,124946,5,2,1,1,1,3,2,3,5,4,2,1,1,2,2,2,3,1,2,4,2,,,,,
107917,124947,2,3,4,2,2,4,1,5,5,4,3,4,3,1,2,4,4,3,2,4,3,,,,,
107918,124948,1,1,4,1,2,1,1,4,5,6,4,1,1,1,1,3,1,1,2,1,1,,,,,
107919,124949,1,3,4,1,2,3,1,5,3,4,5,5,1,2,2,3,2,1,1,1,5,,,,,
107920,124950,2,4,5,1,2,3,2,5,2,1,3,5,1,2,1,5,1,3,3,4,3,,,,,
107921,124951,1,3,3,1,2,1,2,1,1,7,4,4,2,1,2,3,2,3,1,1,4,,,,,
107922,124952,2,4,3,2,1,3,2,3,5,5,4,2,2,1,1,1,2,2,1,1,2,,,,,
107923,124953,1,1,1,1,2,2,2,1,1,6,5,2,1,2,2,3,4,3,2,3,1,,,,,
107924,124954,1,4,4,2,1,4,2,2,5,4,2,4,2,1,1,3,1,1,1,2,3,,,,,
107925,124955,2,1,3,1,3,4,2,3,3,5,1,5,4,2,2,4,2,3,1,3,1,,,,,
107926,124956,1,3,2,2,1,3,2,2,1,6,1,2,2,1,1,3,1,1,1,1,3,,,,,
107927,124957,1,1,3,2,1,4,2,4,2,7,1,4,3,1,2,1,1,3,1,5,2,,,,,
107928,124958,1,4,3,1,1,2,2,3,1,2,3,4,1,2,1,1,2,3,2,1,1,,,,,
107929,124959,4,3,1,1,1,4,2,2,2,3,3,4,3,1,1,4,2,3,2,1,1,,,,,
107930,124960,1,3,1,2,1,3,2,5,5,4,4,5,2,1,1,5,2,1,1,2,2,,,,,
107931,124961,4,1,1,2,1,4,1,1,4,1,4,4,1,1,2,1,1,1,1,1,1,,,,,
107932,124962,1,1,1,2,1,3,1,1,3,2,2,5,4,1,2,1,5,3,2,1,2,,,,,
107933,124963,1,4,1,2,2,4,2,3,5,2,2,4,2,2,2,5,2,1,1,1,2,,,,,
107934,124964,1,3,1,1,1,1,1,1,3,6,1,3,4,2,1,5,4,3,1,1,1,,,,,
107935,124965,3,1,3,2,3,1,2,5,2,2,3,1,1,1,2,1,2,1,3,5,2,,,,,
107936,124966,3,2,1,1,2,3,2,5,5,2,3,4,2,2,1,3,3,3,2,5,4,,,,,
107937,124967,2,1,1,2,1,4,1,5,5,7,3,2,4,1,1,5,5,1,1,1,1,,,,,
107938,124968,1,3,1,2,1,1,2,2,3,4,3,5,2,2,1,3,1,2,1,1,1,,,,,
107939,124969,4,1,4,2,1,3,1,3,3,6,3,2,3,2,2,3,2,3,1,1,5,,,,,
107940,124970,1,1,2,2,1,2,2,5,5,2,2,2,3,1,1,1,1,3,2,1,1,,,,,
107941,124971,5,3,1,2,2,3,1,3,5,5,3,2,2,2,1,3,2,3,1,1,2,,,,,
107942,124972,1,2,1,1,2,3,2,3,3,7,1,2,4,2,1,1,1,1,1,1,1,,,,,
107943,124973,4,1,2,2,3,2,2,5,5,2,5,3,2,1,1,1,1,3,3,2,1,,,,,
107944,124974,2,2,1,2,2,1,2,4,4,1,1,1,4,2,2,1,5,1,1,1,1,,,,,
107945,124975,1,4,4,2,1,1,2,3,2,3,5,1,3,1,1,3,5,1,1,1,2,,,,,
107946,124976,5,3,1,1,1,1,2,3,3,7,1,1,1,2,2,3,1,3,1,1,3,,,,,
107947,124977,3,4,1,2,3,4,1,4,3,2,4,3,3,1,1,5,5,2,3,2,3,,,,,
107948,124978,1,1,3,2,1,1,2,3,2,4,2,1,3,2,1,1,2,2,1,2,1,,,,,
107949,124979,1,1,4,2,1,4,2,3,2,2,1,1,3,1,2,1,4,1,2,1,3,,,,,
107950,124980,1,2,2,2,2,2,2,1,4,1,3,1,2,2,2,3,2,3,2,2,1,,,,,
107951,124981,1,1,2,1,1,3,1,4,2,1,5,2,4,2,2,3,1,3,1,5,5,,,,,
107952,124982,1,3,1,1,1,4,2,5,5,3,4,3,4,2,1,2,4,3,1,1,3,,,,,
107953,124983,4,3,5,2,2,4,2,4,1,3,5,2,3,2,1,5,1,2,3,1,1,,,,,
107954,124984,1,3,3,2,1,2,1,4,5,3,1,2,2,1,1,2,2,1,2,2,3,,,,,
107955,124985,5,2,2,1,1,1,1,3,3,6,2,2,4,2,1,3,2,1,2,1,1,,,,,
107956,124986,1,3,1,1,2,3,2,3,4,2,3,1,3,2,1,3,1,3,2,5,1,,,,,
107957,124987,1,3,1,2,1,2,1,5,1,5,2,2,1,2,2,5,3,2,3,1,2,,,,,
107958,124988,2,2,4,2,1,4,2,3,5,2,4,5,2,1,1,5,5,1,4,3,3,,,,,
107959,124989,4,3,2,2,1,2,1,3,4,5,1,1,1,2,1,4,5,3,3,2,1,,,,,
107960,124990,1,4,1,1,1,3,1,5,3,1,2,5,1,2,2,1,1,3,1,2,1,,,,,
107961,124991,2,2,1,1,1,1,1,3,5,1,3,1,3,2,2,3,1,1,1,1,3,,,,,
107962,124992,3,2,4,2,1,4,1,5,5,5,3,2,3,1,1,3,2,1,3,1,1,,,,,
107963,124993,5,3,1,2,1,3,1,2,2,2,5,3,2,2,2,4,1,1,1,1,2,,,,,
107964,124994,3,1,1,2,2,3,1,1,4,6,5,2,3,1,1,5,5,3,3,2,2,,,,,
107965,124995,1,3,4,1,1,2,2,3,5,5,4,3,2,1,2,1,1,3,1,1,2,,,,,
107966,124996,5,3,4,2,2,3,1,4,5,4,3,2,1,1,2,2,4,3,3,4,1,,,,,
107967,124997,4,1,5,1,1,1,2,5,3,4,3,5,2,2,2,5,2,1,3,3,2,,,,,
107968,124998,2,3,1,2,3,1,2,5,4,1,2,2,3,1,2,3,2,1,1,4,4,,,,,
107969,124999,1,3,3,1,2,2,2,4,1,3,1,2,3,1,2,1,2,3,3,1,2,,,,,
107970,125000,5,4,1,1,1,3,1,3,5,3,4,1,2,2,2,2,5,3,3,1,1,,,,,
107971,125001,3,1,1,1,1,1,1,5,3,4,1,2,3,1,1,3,5,1,2,5,2,,,,,
107972,125002,5,1,4,2,3,4,1,4,4,2,3,2,1,1,1,3,1,1,1,4,3,,,,,
107973,125003,5,4,1,2,1,3,1,3,2,2,3,1,1,1,2,3,1,1,4,2,2,,,,,
107974,125004,5,1,1,1,1,1,1,3,5,3,3,2,2,1,1,1,2,3,2,1,2,,,,,
107975,125005,1,3,4,2,1,1,1,4,1,1,1,1,1,1,1,5,5,3,1,2,1,,,,,
107976,125006,3,3,1,1,2,4,2,3,3,4,2,2,2,2,2,3,5,3,2,1,2,,,,,
107977,125007,1,3,5,1,2,3,1,4,3,5,3,1,2,1,2,4,1,1,1,2,2,,,,,
107978,125008,1,4,1,2,3,2,1,4,3,2,1,2,1,1,1,3,5,3,3,1,2,,,,,
107979,125009,5,3,4,1,1,4,2,4,4,4,5,5,4,1,2,1,5,2,3,4,2,,,,,
107980,125010,1,2,1,2,1,1,1,4,2,5,5,3,2,1,1,1,2,1,3,1,1,,,,,
107981,125011,4,2,1,1,1,1,1,3,4,5,1,3,4,1,1,4,4,3,4,2,2,,,,,
107982,125012,4,3,1,2,1,2,1,2,5,6,1,1,2,1,2,5,1,1,1,1,1,,,,,
107983,125013,2,3,1,2,1,2,1,2,4,7,1,2,2,1,2,1,2,3,1,2,2,,,,,
107984,125014,5,3,1,2,1,1,1,2,5,4,3,2,1,1,1,1,5,3,2,2,2,,,,,
107985,125015,2,1,3,2,1,4,2,3,3,2,3,1,4,2,2,3,1,1,1,1,2,,,,,
107986,125016,5,3,1,2,1,4,2,5,5,5,4,5,3,1,2,3,2,3,2,3,1,,,,,
107987,125017,4,2,1,1,1,3,2,3,3,4,3,2,3,1,1,2,3,3,4,2,2,,,,,
107988,125018,4,3,1,2,1,2,1,1,2,2,4,5,1,2,2,1,1,3,3,2,3,,,,,
107989,125019,4,1,1,2,1,2,1,2,1,4,2,3,3,1,1,5,2,3,3,3,1,,,,,
107990,125020,4,2,3,2,1,1,1,2,3,2,1,5,2,1,1,4,1,3,1,1,5,,,,,
107991,125021,3,3,4,1,1,4,2,3,4,4,1,4,4,1,1,3,5,2,4,1,2,,,,,
107992,125022,1,4,1,2,1,1,2,5,2,6,1,1,3,2,1,5,1,1,1,2,3,,,,,
107993,125023,1,1,1,2,3,1,1,2,3,4,5,4,4,2,1,4,4,3,1,2,3,,,,,
107994,125024,3,1,3,1,1,2,1,5,4,2,2,4,2,2,1,4,4,2,1,1,1,,,,,
107995,125025,3,4,1,1,3,2,1,3,3,2,1,1,4,2,1,5,2,3,4,1,3,,,,,
